freq,EMD,alpha,Rloss
8000000000.0,1.5004143990247587,14.340367262505174,-2.2648492042023434
8066000000.0,1.457778731802618,17.136381190323977,-2.8509424739817026
8154000000.0,1.4066918223568843,20.718592751896466,-3.6785341505195603
8264000000.0,1.3724066935894628,21.68810664101311,-4.130499642582131
8352000000.0,1.3214201664623502,25.72110598929668,-5.215384734900079
8462000000.0,1.2739085355893278,28.433184657169356,-6.206739385477944
8550000000.0,1.199903583427641,29.610396983367036,-7.1474665489060065
8660000000.0,1.12092970126382,30.289422866775908,-8.22649265989807
8770000000.0,1.0816653740779507,34.54678719328709,-9.905875482533387
8858000000.0,1.0721809143384053,34.97315563428344,-10.368631742465206
8968000000.0,1.0105120283936933,36.601411523549466,-11.773816707225649
9056000000.0,0.9711477090848263,42.32810485660537,-14.039668473573334
9166000000.0,0.8124818869583578,54.34629148145202,-20.02168928643714
9254000000.0,0.7232178194583881,62.35675725522599,-24.0541039385452
9364000000.0,0.6747659708298094,65.77817928366478,-25.765511956156114
9452000000.0,0.6547561676456519,67.11771439876816,-26.113997528574853
9562000000.0,0.6076197349847379,69.25397551220512,-26.056539768750486
9650000000.0,0.5927346559415396,69.44911259392069,-24.99113301232006
9760000000.0,0.5750691655765063,67.44824246495425,-21.765550519316065
9870000000.0,0.5448655793847529,67.0582810794393,-19.212396389587617
9958000000.0,0.5112511988886627,66.21066338817629,-16.499038886786433
10002000000.0,0.49011553439097066,66.91576847985776,-15.704013951534968
10068000000.0,0.4636518282673672,66.08117031998714,-13.703212577066298
10156000000.0,0.44299037536687963,65.71778805778949,-12.205908271654254
10266000000.0,0.43040639768781624,65.99855199521177,-11.301610842176657
10354000000.0,0.3842017913057642,63.88585254796127,-8.616863210570306
10464000000.0,0.3773095685432549,64.43521410719686,-8.224492088514083
10552000000.0,0.3657689917191205,65.30467225430054,-7.91173646218425
10640000000.0,0.3594921485885095,65.91574339033303,-7.67191707855056
10750000000.0,0.34415593571306397,67.62303535759482,-7.497362020038208
10860000000.0,0.33499020502054144,68.61146810621075,-7.271354714504129
10970000000.0,0.3248890561794756,68.92639710725788,-6.846957988034372
11058000000.0,0.31907264128449286,68.74375767411718,-6.463420544531039
11168000000.0,0.32298857118095786,68.28217712331008,-6.186003985673859
11256000000.0,0.3201175786586747,67.70781907491661,-5.815108525587622
11366000000.0,0.3224848543787865,67.34683100084688,-5.574230782578181
11454000000.0,0.3225178051072809,67.17629979036285,-5.386976094758138
11564000000.0,0.31935584780807225,67.54187447216778,-5.234261329758793
11652000000.0,0.3145868848575531,67.99296379901679,-5.115873839489766
11762000000.0,0.31979965509103425,67.3881815595061,-4.919084255835854
11872000000.0,0.3158629534312454,67.19068512054288,-4.680087713947516
11960000000.0,0.3525179045820396,61.822709072037185,-4.165061542633661
12048000000.0,0.3716762038276724,59.23223576253768,-3.917308724668811
12114000000.0,0.42051568307215736,56.17417618454942,-3.9674415624008157
12180000000.0,0.44756112834058237,54.79080843590559,-4.002190661532258
12268000000.0,0.4348587014088256,57.871010622480505,-4.205180638543443
12356000000.0,0.3711757375423602,66.23991917285534,-4.6527993986799485
