freq,EMD,alpha,Rloss
8000000000.0,1.505391599209424,14.340367262505174,-0.5553758453425189
8066000000.0,1.4649106426388052,17.136381190323977,-0.6915340591993384
8154000000.0,1.4171718775019435,20.718592751896466,-0.8811024300129943
8264000000.0,1.3839060821117053,21.68810664101311,-0.9779104430239606
8352000000.0,1.3377104213841668,25.72110598929668,-1.2221043972418384
8462000000.0,1.293919568678759,28.433184657169356,-1.4394605403382645
8550000000.0,1.2216485106696,29.610396983367036,-1.629869751890674
8660000000.0,1.1437002535748926,30.289422866775908,-1.8542619027103395
8770000000.0,1.1115737499829097,34.54678719328709,-2.239373202210076
8858000000.0,1.1028544573677308,34.97315563428344,-2.3631159795258667
8968000000.0,1.0442204506370882,36.601411523549466,-2.727277130202924
9056000000.0,1.016938063580816,42.32810485660537,-3.273939314256189
9166000000.0,0.8909524257251217,54.34629148145202,-4.762488826225838
9254000000.0,0.8297957322936905,62.35675725522599,-5.778374195996592
9364000000.0,0.7949782709961107,65.77817928366478,-6.518261247644332
9452000000.0,0.7805415850847206,67.11771439876816,-6.97317243432466
9562000000.0,0.7425921290154918,69.25397551220512,-7.866190052336868
9650000000.0,0.7284106108595508,69.44911259392069,-8.397654441559245
9760000000.0,0.7015921164514541,67.44824246495425,-9.255243533072278
9870000000.0,0.6694616990280053,67.0582810794393,-10.40895131765182
9958000000.0,0.6320328800470632,66.21066338817629,-11.80913718632181
10002000000.0,0.6137505694601302,66.91576847985776,-12.625402365909551
10068000000.0,0.5836140703546329,66.08117031998714,-14.062984516397227
10156000000.0,0.561305435574363,65.71778805778949,-15.510484755376366
10266000000.0,0.5497562316966056,65.99855199521177,-16.724559953215696
10354000000.0,0.4948352341458788,63.88585254796127,-19.508331908674478
10464000000.0,0.49002577383307877,64.43521410719686,-20.163746013893853
10552000000.0,0.4818735245740539,65.30467225430054,-20.80433209770032
10640000000.0,0.47800893073751405,65.91574339033303,-21.136975651628983
10750000000.0,0.4696648863568921,67.62303535759482,-21.75462709905544
10860000000.0,0.46463787461966544,68.61146810621075,-21.921046320125022
10970000000.0,0.45579817370958003,68.92639710725788,-21.541953259860588
11058000000.0,0.4491128869231861,68.74375767411718,-20.811966808858845
11168000000.0,0.4509958853639229,68.28217712331008,-19.982191447035333
11256000000.0,0.44562476097059056,67.70781907491661,-18.88668560874965
11366000000.0,0.446430674163706,67.34683100084688,-17.99997518071342
11454000000.0,0.44571198421878483,67.17629979036285,-17.284455547206644
11564000000.0,0.4440203786289278,67.54187447216778,-16.632698953258625
11652000000.0,0.441099077514715,67.99296379901679,-16.105857267093782
11762000000.0,0.44373866586332433,67.3881815595061,-15.257342928742652
11872000000.0,0.43892223039665784,67.19068512054288,-14.248124063696197
11960000000.0,0.45465608934664486,61.822709072037185,-12.408606174809735
12048000000.0,0.4645958824618018,59.23223576253768,-11.495963004885375
12114000000.0,0.5032958102954471,56.17417618454942,-11.685737106413498
12180000000.0,0.5259873896377426,54.79080843590559,-11.737903071523924
12268000000.0,0.5232051399369368,57.871010622480505,-12.275306885272073
12356000000.0,0.49031978862466125,66.23991917285534,-13.550594494876652
