freq,EMD,alpha,Rloss
8000000000.0,1.507253824135162,14.340367262505174,-0.24088400589319467
8066000000.0,1.4675764625235561,17.136381190323977,-0.2980332438057587
8154000000.0,1.4210833221932073,20.718592751896466,-0.3766795119209112
8264000000.0,1.3881960220101306,21.68810664101311,-0.41433059992337845
8352000000.0,1.3437747748257431,25.72110598929668,-0.5135312048487253
8462000000.0,1.3013569389280246,28.433184657169356,-0.5986802174822543
8550000000.0,1.229724221392536,29.610396983367036,-0.6666233282330118
8660000000.0,1.1521531109268826,30.289422866775908,-0.741830042478827
8770000000.0,1.1226423908472682,34.54678719328709,-0.8878199073082454
8858000000.0,1.1142025890093676,34.97315563428344,-0.9306261898774673
8968000000.0,1.0566754006543506,36.601411523549466,-1.0522641758455455
9056000000.0,1.0337725637444266,42.32810485660537,-1.2574642851101383
9166000000.0,0.9194321681412726,54.34629148145202,-1.7833569816435406
9254000000.0,0.8680771304080156,62.35675725522599,-2.1457078101009155
9364000000.0,0.8379490357045605,65.77817928366478,-2.392212898060233
9452000000.0,0.8254175194892924,67.11771439876816,-2.5385569489480266
9562000000.0,0.7905943464984835,69.25397551220512,-2.811925488361784
9650000000.0,0.7766515256600555,69.44911259392069,-2.964429340375852
9760000000.0,0.746719681869775,67.44824246495425,-3.1729566668636022
9870000000.0,0.7139316274178802,67.0582810794393,-3.4738419475615014
9958000000.0,0.6751985923293113,66.21066338817629,-3.8230752035218925
10002000000.0,0.6578921806203939,66.91576847985776,-4.042697238407126
10068000000.0,0.6264991968445973,66.08117031998714,-4.403874143523463
10156000000.0,0.6036261089482764,65.71778805778949,-4.799661750867242
10266000000.0,0.5924315678232277,65.99855199521177,-5.176858074681822
10354000000.0,0.5345157695522131,63.88585254796127,-6.232242533970708
10464000000.0,0.5304234276012728,64.43521410719686,-6.65447720027405
10552000000.0,0.5234357741815885,65.30467225430054,-7.112277927968621
10640000000.0,0.5203987613259295,65.91574339033303,-7.495995892796094
10750000000.0,0.514446466433255,67.62303535759482,-8.090000155693419
10860000000.0,0.5108302589993556,68.61146810621075,-8.632882409326793
10970000000.0,0.50241984616382,68.92639710725788,-9.344725318733824
11058000000.0,0.4954389058870981,68.74375767411718,-9.957817085324306
11168000000.0,0.49662953692309164,68.28217712331008,-10.390341438557495
11256000000.0,0.49040573748745026,67.70781907491661,-11.021954401838272
11366000000.0,0.49067847434581174,67.34683100084688,-11.517970765906611
11454000000.0,0.4897029282848335,67.17629979036285,-11.976238859917913
11564000000.0,0.4885136695583768,67.54187447216778,-12.584415543060354
11652000000.0,0.4862229732791492,67.99296379901679,-13.150431355413605
11762000000.0,0.48798413976004207,67.3881815595061,-13.569140389609265
11872000000.0,0.48286706197618523,67.19068512054288,-14.330745624220825
11960000000.0,0.4914015520305207,61.822709072037185,-13.772039119002404
12048000000.0,0.49813769551395237,59.23223576253768,-13.479106701750931
12114000000.0,0.5332906759967655,56.17417618454942,-11.961243862348045
12180000000.0,0.554451541554889,54.79080843590559,-11.27771070636664
12268000000.0,0.5551502334133196,57.871010622480505,-11.956708726769174
12356000000.0,0.5329246122853608,66.23991917285534,-14.10215796905501
