,R1,R2,R3,Rmax1,Rmax2,Rmax3,Rmax1-R1,Rmax2-R2,Rmax3-R3,(Rmax1-R1)/Rmax1,(Rmax2-R2)/Rmax2,(Rmax3-R3)/Rmax3,(Rmax1-R1)/Rmax1*100,(Rmax2-R2)/Rmax2*100,(Rmax3-R3)/Rmax3*100
12,3167.44165,2447.23682,4018.68896,3207.02441,2476.46582,4064.0820299999996,39.58275999999978,29.228999999999814,45.393069999999625,0.012342519089213848,0.011802706810627337,0.01116932917813168,1.2342519089213848,1.1802706810627337,1.116932917813168
13,3166.83838,2447.74976,4014.64893,3207.02441,2476.46582,4064.0820299999996,40.186029999999846,28.716059999999743,49.43309999999974,0.01253062804096332,0.01159558099614706,0.012163410983119292,1.253062804096332,1.159558099614706,1.2163410983119292
14,3161.4338399999997,2447.52417,4018.76416,3207.02441,2476.46582,4064.0820299999996,45.5905700000003,28.941649999999754,45.3178699999994,0.014215847518291979,0.011686674520708611,0.011150825614609804,1.421584751829198,1.168667452070861,1.1150825614609803
15,3160.95483,2439.04272,4011.72852,3207.02441,2476.46582,4064.0820299999996,46.06957999999986,37.42309999999998,52.35350999999946,0.014365210272908355,0.015111494654103474,0.012882001301533637,1.4365210272908355,1.5111494654103474,1.2882001301533637
16,3157.4052699999997,2446.8398399999996,4014.0105,3207.02441,2476.46582,4064.0820299999996,49.61914000000024,29.625980000000254,50.07152999999971,0.015472018187725688,0.01196300783186269,0.012320501808375092,1.547201818772569,1.1963007831862689,1.2320501808375093
17,3156.97217,2437.0517600000003,4015.59814,3207.02441,2476.46582,4064.0820299999996,50.05223999999998,39.41405999999961,48.48388999999952,0.015607065491590686,0.015915446795869613,0.01192985024468109,1.5607065491590686,1.5915446795869612,1.192985024468109
18,3165.9614300000003,2445.70532,4006.21875,3207.02441,2476.46582,4064.0820299999996,41.0629799999997,30.760499999999865,57.86327999999958,0.012804074665586876,0.012421128428899482,0.014237724429002134,1.2804074665586875,1.2421128428899482,1.4237724429002134
19,3162.18921,2443.99854,4011.9963399999997,3207.02441,2476.46582,4064.0820299999996,44.835199999999986,32.467279999999846,52.085689999999886,0.013980311425194293,0.013110328330717623,0.012816102041129296,1.3980311425194294,1.3110328330717622,1.2816102041129296
20,3164.23853,2447.96094,4007.9797399999998,3207.02441,2476.46582,4064.0820299999996,42.785879999999906,28.504879999999957,56.10228999999981,0.013341301633560034,0.011510306247634768,0.01380441870657808,1.3341301633560034,1.1510306247634767,1.3804418706578079
21,3166.70508,2436.73315,4018.40479,3207.02441,2476.46582,4064.0820299999996,40.31932999999981,39.73266999999987,45.67723999999953,0.012572193050441986,0.016044101912942966,0.011239251487253946,1.2572193050441987,1.6044101912942965,1.1239251487253945
22,3157.19165,2437.87183,4015.74805,3207.02441,2476.46582,4064.0820299999996,49.83275999999978,38.59398999999985,48.33397999999943,0.015538628220169918,0.015584301502695422,0.011892963686069947,1.5538628220169917,1.5584301502695421,1.1892963686069946
23,3161.76465,2446.49707,4022.09961,3207.02441,2476.46582,4064.0820299999996,45.259759999999915,29.96875,41.982419999999365,0.014112695824476097,0.012101418787197313,0.010330111373268558,1.4112695824476096,1.2101418787197313,1.0330111373268558
24,3156.8198199999997,2441.53784,4018.33936,3207.02441,2476.46582,4064.0820299999996,50.20459000000028,34.927979999999934,45.742669999999634,0.01565457058682016,0.014103962072854264,0.01125535106386611,1.5654570586820162,1.4103962072854264,1.125535106386611
25,3170.22803,2444.09424,4005.2053200000005,3207.02441,2476.46582,4064.0820299999996,36.79637999999977,32.371579999999994,58.87670999999909,0.01147368254674425,0.01307168455084916,0.014487087013841377,1.147368254674425,1.307168455084916,1.4487087013841378
26,3167.1323199999997,2443.73315,4017.28809,3207.02441,2476.46582,4064.0820299999996,39.89209000000028,32.73266999999987,46.793939999999566,0.012438972985553385,0.013217493145130455,0.0115140244843925,1.2438972985553385,1.3217493145130454,1.15140244843925
27,3167.61621,2440.4052699999997,4021.01587,3207.02441,2476.46582,4064.0820299999996,39.40819999999985,36.06055000000015,43.0661599999994,0.012288088571174877,0.014561295257448838,0.01059677429788478,1.2288088571174878,1.4561295257448839,1.0596774297884781
28,3155.71094,2440.4733899999997,4007.04834,3207.02441,2476.46582,4064.0820299999996,51.31347000000005,35.99243000000024,57.03368999999975,0.016000336586150292,0.014533788316125534,0.014033597151581057,1.6000336586150292,1.4533788316125533,1.4033597151581056
29,3163.0271,2444.87671,4018.07227,3207.02441,2476.46582,4064.0820299999996,43.9973100000002,31.58910999999989,46.00975999999946,0.013719044314976137,0.01275572218477051,0.011321070701911858,1.3719044314976137,1.275572218477051,1.1321070701911857
30,3161.0983899999997,2437.38208,4007.69507,3207.02441,2476.46582,4064.0820299999996,45.926020000000335,39.083740000000034,56.38695999999936,0.014320446036143622,0.015782063166129238,0.013874464044713037,1.4320446036143621,1.5782063166129239,1.3874464044713037
31,3168.9790000000003,2441.94312,4005.89307,3207.02441,2476.46582,4064.0820299999996,38.04540999999972,34.522699999999986,58.1889599999995,0.011863149491899165,0.013940309501222992,0.014317860606765239,1.1863149491899165,1.3940309501222992,1.4317860606765238
32,3160.16602,2437.47803,4018.8327600000002,3207.02441,2476.46582,4064.0820299999996,46.85838999999987,38.98778999999968,45.24926999999934,0.01461117347716099,0.015743318435947434,0.011133946034056636,1.461117347716099,1.5743318435947433,1.1133946034056637
33,3165.48218,2437.3479,4008.1044899999997,3207.02441,2476.46582,4064.0820299999996,41.54223000000002,39.117919999999685,55.97753999999986,0.012953512255929483,0.01579586509294107,0.013773722967889963,1.2953512255929482,1.579586509294107,1.3773722967889963
34,3170.70923,2447.67407,4005.88745,3207.02441,2476.46582,4064.0820299999996,36.315180000000055,28.791749999999865,58.194579999999405,0.011323636916128137,0.011626144712952213,0.014319243452868842,1.1323636916128137,1.1626144712952213,1.4319243452868842
35,3157.28931,2442.32739,4019.83667,3207.02441,2476.46582,4064.0820299999996,49.735099999999875,34.13842999999997,44.24535999999944,0.015508176316001248,0.013785140793907656,0.010886925921620593,1.5508176316001248,1.3785140793907655,1.0886925921620594
36,3158.73999,2442.78979,4017.9834,3207.02441,2476.46582,4064.0820299999996,48.284419999999955,33.67603000000008,46.0986299999995,0.015055831770235872,0.013598423094731056,0.011342937878643041,1.5055831770235872,1.3598423094731056,1.134293787864304
37,3158.7539100000004,2439.11572,4006.33496,3207.02441,2476.46582,4064.0820299999996,48.27049999999963,37.35010000000011,57.74706999999944,0.01505149129812817,0.01508201716266777,0.01420913002585222,1.505149129812817,1.508201716266777,1.420913002585222
38,3168.54688,2448.0158699999997,4023.14893,3207.02441,2476.46582,4064.0820299999996,38.477530000000115,28.44995000000017,40.93309999999974,0.011997891216549896,0.011488125444832577,0.010071917765892079,1.1997891216549896,1.1488125444832578,1.0071917765892078
39,3170.74072,2449.72461,4006.81909,3207.02441,2476.46582,4064.0820299999996,36.283690000000206,26.741209999999683,57.26293999999962,0.011313817845246836,0.010798134092559244,0.014090005953939768,1.1313817845246836,1.0798134092559244,1.4090005953939768
40,3164.7998,2441.11157,4021.0656700000004,3207.02441,2476.46582,4064.0820299999996,42.22461000000021,35.354249999999865,43.01635999999917,0.013166288933859476,0.014276090432776441,0.010584520608212028,1.3166288933859476,1.427609043277644,1.0584520608212027
41,3156.48486,2439.06519,4020.5800799999997,3207.02441,2476.46582,4064.0820299999996,50.53954999999996,37.40063000000009,43.50194999999985,0.015759016315064458,0.015102421239958844,0.010704003924842003,1.5759016315064458,1.5102421239958843,1.0704003924842003
42,3169.57202,2441.3291,4021.44751,3207.02441,2476.46582,4064.0820299999996,37.45238999999992,35.13671999999997,42.63451999999961,0.011678236649280735,0.014188251546310447,0.01049056581173378,1.1678236649280735,1.4188251546310446,1.0490565811733779
43,3168.45361,2447.82813,4019.7409700000003,3207.02441,2476.46582,4064.0820299999996,38.57079999999996,28.63769000000002,44.34105999999929,0.012026974250563925,0.011563935091985248,0.01091047367466628,1.2026974250563924,1.156393509198525,1.091047367466628
44,3168.80981,2448.52319,4007.34985,3207.02441,2476.46582,4064.0820299999996,38.21459999999979,27.94263000000001,56.732179999999516,0.011915905560569085,0.011283268993391563,0.013959408196295566,1.1915905560569084,1.1283268993391562,1.3959408196295566
45,3169.18335,2439.31299,4007.65723,3207.02441,2476.46582,4064.0820299999996,37.8410600000002,37.152829999999994,56.42479999999978,0.011799429989371423,0.015002359289578241,0.013883774880400183,1.1799429989371424,1.5002359289578242,1.3883774880400184
46,3169.76611,2441.51953,4014.08325,3207.02441,2476.46582,4064.0820299999996,37.25829999999996,34.94628999999986,49.99877999999944,0.011617716374039062,0.014111355673788328,0.012302601087015816,1.1617716374039062,1.4111355673788328,1.2302601087015816
47,3169.67773,2448.7705100000003,4022.03735,3207.02441,2476.46582,4064.0820299999996,37.346680000000106,27.69530999999961,42.044679999999516,0.011645274630136072,0.01118340086761206,0.010345430945939722,1.1645274630136073,1.1183400867612059,1.0345430945939722
48,3158.43091,2444.93872,4016.91357,3207.02441,2476.46582,4064.0820299999996,48.59349999999995,31.52709999999979,47.16845999999941,0.015152207712694007,0.012730682469100175,0.011606178136123748,1.5152207712694008,1.2730682469100176,1.1606178136123748
49,3161.67773,2441.49976,4022.16333,3207.02441,2476.46582,4064.0820299999996,45.346680000000106,34.96605999999974,41.91869999999972,0.014139798829906663,0.014119338824551088,0.010314432555880207,1.4139798829906662,1.4119338824551086,1.0314432555880206
50,3158.5815399999997,2450.52271,4023.0676299999996,3207.02441,2476.46582,4064.0820299999996,48.44287000000031,25.943109999999706,41.01440000000002,0.01510523894016769,0.010475860312903373,0.010091922283369864,1.5105238940167691,1.0475860312903373,1.0091922283369863
51,3160.30811,2445.95386,4015.3261700000003,3207.02441,2476.46582,4064.0820299999996,46.71630000000005,30.511959999999817,48.7558599999993,0.01456686760921787,0.012320767665592017,0.011996770645891542,1.456686760921787,1.2320767665592016,1.1996770645891541
52,3161.43945,2445.44629,4023.58521,3207.02441,2476.46582,4064.0820299999996,45.58496000000014,31.01953000000003,40.49681999999939,0.01421409823319684,0.012525725067346187,0.009964567570502358,1.421409823319684,1.2525725067346187,0.9964567570502357
53,3161.03784,2440.0459,4008.83667,3207.02441,2476.46582,4064.0820299999996,45.98657000000003,36.41991999999982,55.24535999999944,0.01433932646618054,0.014706409313575676,0.013593564202738162,1.433932646618054,1.4706409313575677,1.3593564202738162
54,3162.9138199999998,2442.23364,4021.67871,3207.02441,2476.46582,4064.0820299999996,44.11059000000023,34.23217999999997,42.40331999999944,0.013754366777644899,0.013822997161333716,0.010433677196225156,1.37543667776449,1.3822997161333717,1.0433677196225157
55,3162.8786600000003,2448.00049,4022.03076,3207.02441,2476.46582,4064.0820299999996,44.14574999999968,28.465329999999994,42.05126999999948,0.013765330211502717,0.011494335908096643,0.010347052468328125,1.3765330211502718,1.1494335908096642,1.0347052468328126
56,3158.52905,2440.19409,4012.77417,3207.02441,2476.46582,4064.0820299999996,48.49535999999989,36.271729999999934,51.30785999999944,0.015121606137073303,0.01464657000596113,0.012624710727110851,1.5121606137073302,1.464657000596113,1.262471072711085
57,3163.37622,2445.39941,4019.94507,3207.02441,2476.46582,4064.0820299999996,43.648189999999886,31.066409999999905,44.13695999999936,0.01361018327889805,0.01254465527006543,0.01086025323165029,1.361018327889805,1.254465527006543,1.086025323165029
58,3164.99805,2439.34692,4024.0034200000005,3207.02441,2476.46582,4064.0820299999996,42.02635999999984,37.11889999999994,40.07860999999912,0.013104471506033794,0.014988658313079379,0.009861663643634456,1.3104471506033795,1.498865831307938,0.9861663643634456
59,3171.0498,2450.9960899999996,4019.2846700000005,3207.02441,2476.46582,4064.0820299999996,35.97461000000021,25.469730000000254,44.79735999999912,0.011217441902788701,0.01028470887597401,0.011022749951727506,1.12174419027887,1.0284708875974011,1.1022749951727506
60,3171.3942899999997,2442.44678,4016.2282700000005,3207.02441,2476.46582,4064.0820299999996,35.63012000000026,34.01903999999968,47.853759999999056,0.011110024572591345,0.013736930962366231,0.011774801701037285,1.1110024572591346,1.3736930962366232,1.1774801701037285
61,3166.86548,2449.09399,4009.69629,3207.02441,2476.46582,4064.0820299999996,40.158930000000055,27.371830000000045,54.385739999999714,0.012522177840236662,0.011052779238439094,0.01338204780280966,1.2522177840236661,1.1052779238439094,1.338204780280966
62,3163.87012,2450.26367,4009.98999,3207.02441,2476.46582,4064.0820299999996,43.154289999999946,26.202150000000074,54.09203999999954,0.013456177591114733,0.010580460989362685,0.013309780560703779,1.3456177591114733,1.0580460989362686,1.330978056070378
63,3158.25635,2439.47021,4012.1814,3207.02441,2476.46582,4064.0820299999996,48.76805999999988,36.99560999999994,51.90062999999964,0.01520663823073298,0.01493887365665315,0.012770566542919814,1.5206638230732978,1.493887365665315,1.2770566542919815
64,3165.4917,2442.354,4010.1377,3207.02441,2476.46582,4064.0820299999996,41.53270999999995,34.11182000000008,53.944329999999354,0.012950543772131735,0.013774395642577486,0.013273435329748834,1.2950543772131735,1.3774395642577486,1.3273435329748835
65,3170.86133,2450.44409,4024.6538100000002,3207.02441,2476.46582,4064.0820299999996,36.16307999999981,26.021729999999934,39.42821999999933,0.011276209774779921,0.010507607167378525,0.00970162996439305,1.1276209774779922,1.0507607167378525,0.9701629964393049
66,3171.54736,2450.39575,4010.6582,3207.02441,2476.46582,4064.0820299999996,35.47704999999996,26.07006999999976,53.423829999999725,0.011062294970183892,0.010527126919926463,0.013145362127446953,1.1062294970183892,1.0527126919926462,1.3145362127446953
67,3168.19287,2440.7063,4025.93579,3207.02441,2476.46582,4064.0820299999996,38.83154000000013,35.759520000000066,38.14623999999958,0.012108277030545001,0.01443973896639529,0.009386188496790647,1.2108277030545,1.443973896639529,0.9386188496790647
68,3159.85376,2440.70093,4023.83936,3207.02441,2476.46582,4064.0820299999996,47.17065000000002,35.76488999999992,40.242669999999634,0.014708540992988583,0.014441907379121398,0.009902031923307325,1.4708540992988584,1.4441907379121397,0.9902031923307325
69,3171.43604,2440.9292,4015.7141100000003,3207.02441,2476.46582,4064.0820299999996,35.58836999999994,35.53661999999986,48.36791999999923,0.011097006274423693,0.014349731667203006,0.011901314895457274,1.1097006274423693,1.4349731667203005,1.1901314895457273
70,3161.24414,2440.94336,4024.9240700000005,3207.02441,2476.46582,4064.0820299999996,45.7802700000002,35.52245999999968,39.15795999999909,0.01427499892337901,0.014344013841466902,0.009635130322406189,1.427499892337901,1.4344013841466903,0.9635130322406189
71,3171.25586,2441.25586,4009.17456,3207.02441,2476.46582,4064.0820299999996,35.76854999999978,35.20995999999968,54.90746999999965,0.011153189195712974,0.014217825950046701,0.013510423656483049,1.1153189195712974,1.42178259500467,1.3510423656483048
72,3161.88818,2450.70483,4014.7065399999997,3207.02441,2476.46582,4064.0820299999996,45.13623000000007,25.760989999999765,49.3754899999999,0.014074177252676436,0.010402320028789967,0.01214923558026704,1.4074177252676436,1.0402320028789966,1.2149235580267042
73,3162.37939,2444.3327600000002,4024.89819,3207.02441,2476.46582,4064.0820299999996,44.64501999999993,32.13305999999966,39.18383999999969,0.013921010348655229,0.012975369876092076,0.009641498304107729,1.392101034865523,1.2975369876092075,0.9641498304107728
74,3172.3391100000003,2450.88623,4016.3181200000004,3207.02441,2476.46582,4064.0820299999996,34.68529999999964,25.579589999999826,47.763909999999214,0.010815415028287746,0.010329070481578391,0.011752693387441103,1.0815415028287745,1.032907048157839,1.1752693387441104
75,3172.2041,2447.39014,4020.30225,3207.02441,2476.46582,4064.0820299999996,34.82031000000006,29.07567999999992,43.77977999999939,0.010857513242314256,0.011740796002587236,0.010772366226082153,1.0857513242314256,1.1740796002587235,1.0772366226082153
76,3164.03296,2444.25122,4016.61182,3207.02441,2476.46582,4064.0820299999996,42.991449999999986,32.21459999999979,47.4702099999995,0.013405401551028415,0.01300829583022462,0.011680426145335335,1.3405401551028415,1.3008295830224619,1.1680426145335334
77,3163.84229,2446.48535,4025.17114,3207.02441,2476.46582,4064.0820299999996,43.18211999999994,29.98046999999997,38.910889999999654,0.013464855417174683,0.012106151337877125,0.009574336766032171,1.3464855417174684,1.2106151337877125,0.9574336766032171
78,3159.36548,2441.45483,4013.4585,3207.02441,2476.46582,4064.0820299999996,47.658930000000055,35.010989999999765,50.62352999999939,0.01486079427752159,0.014137481614827927,0.012456325838482005,1.4860794277521592,1.4137481614827927,1.2456325838482005
79,3160.0913100000002,2442.05835,4018.69165,3207.02441,2476.46582,4064.0820299999996,46.93309999999974,34.4074700000001,45.39037999999937,0.014634469215031556,0.01389377948289232,0.01116866728204287,1.4634469215031556,1.3893779482892321,1.116866728204287
80,3167.0236800000002,2447.68433,4011.5136700000003,3207.02441,2476.46582,4064.0820299999996,40.00072999999975,28.78148999999985,52.5683599999993,0.012472848624186104,0.011622001712101098,0.012934866868324336,1.2472848624186104,1.1622001712101098,1.2934866868324335
81,3173.03687,2452.3759800000003,4015.2949200000003,3207.02441,2476.46582,4064.0820299999996,33.98754000000008,24.08983999999964,48.7871099999993,0.010597842627583893,0.009727507565599933,0.01200445995919017,1.0597842627583893,0.9727507565599933,1.200445995919017
82,3166.46216,2442.23877,4011.3261700000003,3207.02441,2476.46582,4064.0820299999996,40.56224999999995,34.22704999999996,52.7558599999993,0.012647939277768062,0.013820925660908158,0.012981002748116113,1.2647939277768063,1.3820925660908157,1.2981002748116113
83,3173.92871,2446.2937,4015.2302200000004,3207.02441,2476.46582,4064.0820299999996,33.09569999999985,30.172119999999722,48.851809999999205,0.010319753069793394,0.012183539847927206,0.01202037991344363,1.0319753069793394,1.2183539847927205,1.2020379913443628
84,3174.4846199999997,2445.59595,4020.26245,3207.02441,2476.46582,4064.0820299999996,32.539790000000266,30.86986999999999,43.819579999999405,0.010146411701306715,0.01246529217189034,0.010782159335499291,1.0146411701306715,1.246529217189034,1.078215933549929
85,3163.9763199999998,2452.16211,4012.66943,3207.02441,2476.46582,4064.0820299999996,43.04809000000023,24.303709999999683,51.41259999999966,0.013423062782362867,0.009813868539481673,0.012650482844707656,1.3423062782362867,0.9813868539481673,1.2650482844707656
86,3160.65015,2442.10083,4026.0542,3207.02441,2476.46582,4064.0820299999996,46.37426000000005,34.364990000000034,38.02782999999954,0.014460214227056678,0.013876626005684196,0.009357052765984536,1.4460214227056678,1.3876626005684196,0.9357052765984536
87,3173.71021,2452.14258,4026.1669899999997,3207.02441,2476.46582,4064.0820299999996,33.3141999999998,24.323239999999714,37.91503999999986,0.010387884761999613,0.009821754777943883,0.009329299881282137,1.0387884761999613,0.9821754777943883,0.9329299881282137
88,3166.77612,2451.41919,4025.78345,3207.02441,2476.46582,4064.0820299999996,40.24829,25.046629999999823,38.298579999999674,0.01255004167554808,0.010113860566022197,0.009423672976403894,1.255004167554808,1.0113860566022197,0.9423672976403894
89,3161.64478,2449.823,4020.2749,3207.02441,2476.46582,4064.0820299999996,45.379629999999906,26.64282000000003,43.80712999999969,0.014150073151454405,0.010758404087321516,0.010779095913081186,1.4150073151454405,1.0758404087321516,1.0779095913081187
90,3168.79736,2444.50342,4023.5332,3207.02441,2476.46582,4064.0820299999996,38.22704999999996,31.96239999999989,40.548829999999725,0.011919787663855033,0.012906457154332899,0.009977365048411617,1.1919787663855033,1.2906457154332898,0.9977365048411617
91,3168.68945,2447.43604,4013.5903299999995,3207.02441,2476.46582,4064.0820299999996,38.33496000000014,29.029779999999846,50.49170000000004,0.011953435677154742,0.011722261525095408,0.012423888008973098,1.1953435677154742,1.1722261525095408,1.2423888008973099
92,3173.29419,2451.1044899999997,4021.1845700000003,3207.02441,2476.46582,4064.0820299999996,33.73021999999992,25.36133000000018,42.89745999999923,0.01051760625669822,0.010240936820198141,0.010555264308973418,1.051760625669822,1.024093682019814,1.0555264308973418
93,3168.70996,2452.9411600000003,4027.4658200000003,3207.02441,2476.46582,4064.0820299999996,38.31444999999985,23.524659999999585,36.61620999999923,0.011947040340737491,0.009499287173686729,0.009009712335948897,1.1947040340737491,0.9499287173686729,0.9009712335948896
94,3170.59375,2448.84424,4019.3171399999997,3207.02441,2476.46582,4064.0820299999996,36.43065999999999,27.621579999999994,44.76488999999992,0.011359645372951805,0.011153628601262098,0.011014760447637896,1.1359645372951805,1.1153628601262098,1.1014760447637895
95,3165.27832,2451.29517,4027.39087,3207.02441,2476.46582,4064.0820299999996,41.746090000000095,25.170650000000023,36.6911599999994,0.013017078968850161,0.010163939997362864,0.009028154384964371,1.3017078968850162,1.0163939997362865,0.9028154384964371
96,3166.43115,2445.00928,4028.5986299999995,3207.02441,2476.46582,4064.0820299999996,40.5932600000001,31.456539999999677,35.483400000000074,0.01265760867719747,0.01270219025272058,0.00873097534401885,1.2657608677197472,1.270219025272058,0.873097534401885
97,3175.09302,2443.93433,4023.95459,3207.02441,2476.46582,4064.0820299999996,31.931390000000192,32.53148999999985,40.12743999999975,0.00995670313591414,0.013136256409143515,0.00987367865702252,0.995670313591414,1.3136256409143514,0.987367865702252
98,3166.2453600000003,2444.86035,4018.7775899999997,3207.02441,2476.46582,4064.0820299999996,40.77904999999964,31.60546999999997,45.304439999999886,0.01271554088358175,0.012762328373262171,0.011147521055326704,1.271554088358175,1.276232837326217,1.1147521055326703
99,3172.78931,2441.1323199999997,4027.54565,3207.02441,2476.46582,4064.0820299999996,34.235099999999875,35.333500000000186,36.53637999999955,0.010675035678945729,0.01426771155678627,0.00899006952376883,1.0675035678945728,1.4267711556786271,0.899006952376883
100,3174.22559,2446.81104,4018.2443799999996,3207.02441,2476.46582,4064.0820299999996,32.79881999999998,29.654779999999846,45.83764999999994,0.010227181276739947,0.01197463730793581,0.011278721655133507,1.0227181276739947,1.197463730793581,1.1278721655133506
101,3164.94434,2442.10376,4011.67944,3207.02441,2476.46582,4064.0820299999996,42.08006999999998,34.36205999999993,52.40258999999969,0.013121219117880048,0.013875442868014197,0.012894077829427988,1.3121219117880047,1.3875442868014196,1.2894077829427988
102,3162.84424,2446.41626,4018.1738299999997,3207.02441,2476.46582,4064.0820299999996,44.18017000000009,30.04955999999993,45.90819999999985,0.013776062901872358,0.012134049966415417,0.01129608104883647,1.377606290187236,1.2134049966415417,1.129608104883647
103,3170.7439,2450.91919,4023.22925,3207.02441,2476.46582,4064.0820299999996,36.28051000000005,25.546629999999823,40.85277999999971,0.011312826271877378,0.010315761192294519,0.010052154385279403,1.1312826271877379,1.031576119229452,1.0052154385279404
104,3171.3942899999997,2442.43481,4023.0529799999995,3207.02441,2476.46582,4064.0820299999996,35.63012000000026,34.031009999999696,41.0290500000001,0.011110024572591345,0.013741764463359198,0.010095527033444279,1.1110024572591346,1.3741764463359198,1.0095527033444278
105,3176.13672,2441.82178,4014.9086899999998,3207.02441,2476.46582,4064.0820299999996,30.88769000000002,34.64403999999968,49.173339999999826,0.009631261272501515,0.013989306745206634,0.012099494950400849,0.9631261272501515,1.3989306745206633,1.2099494950400849
106,3163.67578,2446.8562,4020.0034200000005,3207.02441,2476.46582,4064.0820299999996,43.34862999999996,29.609619999999722,44.07860999999912,0.013516775820237662,0.011956401643370843,0.010845895745859027,1.3516775820237663,1.1956401643370842,1.0845895745859027
107,3168.77783,2450.40088,4027.5437,3207.02441,2476.46582,4064.0820299999996,38.246579999999994,26.06493999999975,36.538329999999405,0.011925877421057732,0.010525055419500905,0.008990549336918627,1.1925877421057731,1.0525055419500904,0.8990549336918627
108,3171.10815,2446.1286600000003,4023.14844,3207.02441,2476.46582,4064.0820299999996,35.916259999999966,30.337159999999585,40.93358999999964,0.011199247466906547,0.012250183206647119,0.010072038334324577,1.1199247466906548,1.2250183206647118,1.0072038334324578
109,3169.55347,2447.8989300000003,4021.66431,3207.02441,2476.46582,4064.0820299999996,37.470940000000155,28.566889999999603,42.41771999999946,0.011684020827269024,0.011535345963304917,0.010437220431793171,1.1684020827269024,1.1535345963304917,1.043722043179317
110,3175.21216,2452.22412,4027.52441,3207.02441,2476.46582,4064.0820299999996,31.81224999999995,24.241700000000037,36.55761999999959,0.00991955343426898,0.009788828823811522,0.00899529579623165,0.991955343426898,0.9788828823811522,0.899529579623165
111,3164.2260699999997,2445.4397,4026.9069799999997,3207.02441,2476.46582,4064.0820299999996,42.79834000000028,31.02611999999999,37.17504999999983,0.013345186855001294,0.01252838611760044,0.00914721940295084,1.3345186855001294,1.252838611760044,0.9147219402950839
112,3165.94556,2444.7392600000003,4016.6123,3207.02441,2476.46582,4064.0820299999996,41.078849999999875,31.72655999999961,47.4697299999998,0.012809023177968226,0.012811224666932658,0.011680308037483142,1.2809023177968226,1.2811224666932657,1.1680308037483143
